#CODE;ENGLISH;;;;;;;;;x 
e_germany;Germania;;;;;;;;;x 
tb_shipyard_1;Shipbuilder;;;;;;;;;x 
tb_shipyard_2;Shipbuilder;;;;;;;;;x 
tb_shipyard_3;Shipbuilder;;;;;;;;;x 
tb_shipyard_4;Shipbuilder;;;;;;;;;x 
tb_training_grounds_1;Training Grounds;;;;;;;;;x 
tb_training_grounds_2;Training Grounds;;;;;;;;;x 
tb_training_grounds_3;Training Grounds;;;;;;;;;x 
tb_training_grounds_4;Training Grounds;;;;;;;;;x 
tb_barracks_1;Barracks;;;;;;;;;x 
tb_barracks_2;Barracks;;;;;;;;;x 
tb_barracks_3;Barracks;;;;;;;;;x 
tb_barracks_4;Barracks;;;;;;;;;x 
tb_militia_barracks_1;Militia Barracks;;;;;;;;;x 
tb_militia_barracks_2;Militia Barracks;;;;;;;;;x 
tb_militia_barracks_3;Militia Barracks;;;;;;;;;x 
tb_militia_barracks_4;Militia Barracks;;;;;;;;;x 
IS_COASTAL;This province is coastal.;;;;;;;;;x 
#adopt_feudalism_desc;Any tribal settlement with a fully upgraded §YHillfort§! is upgraded to a castle.;;;;;;;;;x 
#adopt_republicanism_desc;Any tribal settlement with a fully upgraded §YMarket Town§! is upgraded to a city.;;;;;;;;;x 
#adopt_feudalism;Adopt Feudalism;;;;;;;;;x 
#adopt_republicanism;Adopt Republicanism;;;;;;;;;x 
NOT_DEMESNE_TITLE_STARTS;No Held Title;;;;;;;;;x 
#TRIBAL_VASSAL_OPINION;Unreformed Pagan Tribal Vassal Opinion;;;;;;;;;x 
#NOT_LOSE_VASSALS_ON_DEATH_ON;Will no longer risk losing vassals upon death.\n;;;;;;;;;x 
#NOT_LOSE_VASSALS_ON_DEATH_OFF;Now risk losing vassals upon death.\n;;;;;;;;;x 
tribal_organization;Tribal Organization;;;;;;;;;x 
tribal_organization_0;Minimum Tribal Organization;;;;;;;;;x 
tribal_organization_0_option;Min;;;;;;;;;x 
tribal_organization_1;Low Tribal Organization;;;;;;;;;x 
tribal_organization_1_option;Low;;;;;;;;;x 
tribal_organization_2;Medium Tribal Organization;;;;;;;;;x 
tribal_organization_2_option;Medium;;;;;;;;;x 
tribal_organization_3;High Tribal Organization;;;;;;;;;x 
tribal_organization_3_option;High;;;;;;;;;x 
tribal_organization_4;Absolute Tribal Organization;;;;;;;;;x 
tribal_organization_4_option;Max;;;;;;;;;x 
CAP_WAR_UNDECIDED_NO_MAJOR_BATTLE;Score is capped at §Y$CAP$§! because less than §Y$MONTHS$§! months have passed and §Y$ATTACKER$§! has not yet won a major battle;;;;;;;;;x 
EVTDESC63103;Your liege has died, and now someone else dare claim to be your superior. Perhaps this is the right time to assert your independence?;;;;;;;;;x 
EVTOPTA63103;I will not bend my knee to a weakling!;;;;;;;;;x 
EVTOPTB63103;[New.GetTitledFirstName] is someone I could follow.;;;;;;;;;x 
EVTDESC63104;[From.GetTitledFirstName] has decided to defy your authority and assert [From.GetHerHis] independence, claiming you are too weak to rule over [From.GetHerHim] anyway!;;;;;;;;;x 
EVTOPTA63104;We are not pleased.;;;;;;;;;x 
EVTDESC63105;You feared that the lands of [From.GetTitledFirstName] might become independent from your realm in the uncertain moment of your inheritance. Luckily, [From.GetSheHe] has instead confirmed [From.GetHerHis] loyalty by swearing fealty to you.;;;;;;;;;x 
EVTOPTA63105;A true and loyal vassal!;;;;;;;;;x 
TRIBAL_VASSAL_MIN_LEVY;Tribal Vassal Min Levy;;;;;;;;;x 
norse_pagan;Germanic;;;;;;;;;x 
norse_pagan_reformed;Germanic;;;;;;;;;x 
EVTDESC8029;Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to Lower the Tribal Organization. Your valuable support in this conflict will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];;;;;;;;;x 
EVTDESC8028;Under pressure from a powerful Faction, [From.GetTitledName] has agreed to Lower Crown Authority.;;;;;;;;;x 
EVTDESC8071;Rather than risking civil war tearing the realm apart, I have decided to give in to your demand and lower the Tribal Organization. But this treacherous act of blackmail will not be forgotten...\n\nSigned,\n[From.GetTitledName];;;;;;;;;x 
lower_tribal_organization_law_desc;§Y$CLAIMANT$§! can declare war to lower Tribal Organization in the §Y$TITLE$§!;;;;;;;;;x 
CB_NAME_LOWER_TRIBAL_ORGANIZATION_LAW;Lower Tribal Organization;;;;;;;;;x 
WAR_NAME_LOWER_TRIBAL_ORGANIZATION_LAW;$ORDER$$SECOND_ADJ$ Civil War to lower Tribal Organization;;;;;;;;;x 
faction_lower_tribal_organization_short;Lower Tribal Organization;;;;;;;;;x 
faction_lower_tribal_organization_title;Lower Tribal Organization in [This.GetName];;;;;;;;;x 
faction_lower_tribal_organization_desc;Members seek to lower the Tribal Organization in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;;;;;;;;;x 
faction_lower_tribal_organization_ultimatum;Demand Lower Tribal Organization;;;;;;;;;x 
faction_lower_tribal_organization_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding lower Tribal Organization. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;x 
opinion_increased_tribal_organization;Increased Tribal Organization;;;;;;;;;x 
#LANDED_SIBLING_MULTIPLIER;Landed Sibling Multiplier;;;;;;;;;x 
#LANDED_HALF_SIBLING_MULTIPLIER;Landed Half Sibling Multiplier;;;;;;;;;x 
#LANDED_NIECE_MULTIPLIER;Landed Niece Multiplier;;;;;;;;;x 
#LANDED_CHILD_MULTIPLIER;Landed [Root.GetSonDaughter] Multiplier;;;;;;;;;x 
#LANDED_GRAND_CHILD_MULTIPLIER;Landed Grand [Root.GetSonDaughter] Multiplier;;;;;;;;;x 
#LANDED_PARENT_MULTIPLIER;Landed [Root.GetFatherMother] Multiplier;;;;;;;;;x 
#LANDED_UNCLE_AUNT_MULTIPLIER;Landed [Root.GetUncleAunt] Multiplier;;;;;;;;;x 
#LANDED_GRAND_PARENT_MULTIPLIER;Landed Grand Parent Multiplier;;;;;;;;;x 
#LANDED_GREAT_GRAND_PARENT_MULTIPLIER;Landed Great Grand Parent Multiplier;;;;;;;;;x 
#LANDED_COUSIN_MULTIPLIER;Landed Cousin Multiplier;;;;;;;;;x 
uncle;Uncle;;;;;;;;;x 
aunt;Aunt;;;;;;;;;x 
kharijite;Kharijite;;;;;;;;;x 
e_kharijite;The Kharijite Caliphate;;;;;;;;;x 
e_kharijite_adj;Kharijite Caliphal;;;;;;;;;x 
convert_to_spouse_kharijite;Convert to the Kharijite faith;;;;;;;;;x 
convert_to_spouse_kharijite_desc;The pillow talk of a spouse or concubine can be very persuasive. Can this Allah beat the Old Gods though?;;;;;;;;;x 
restore_ecumenical_patriarchate_desc;Now that we control Constantinople, we can restore the Orthodox Ecumenical Patriarchate. May it return to its former glory!;;;;;;;;;x 
opinion_used;Tried to use me;;;;;;;;;x 
#raise_tribal_units;Call to Arms;;;;;;;;;x 
#raise_tribal_units_desc;Call the tribes together to help you in your war.;;;;;;;;;x 
REVOKE_TITLE_INTERACTION_2I;Since §Y[Recipient.GetTitledFirstName]§! is a heathen tribal, our vassals will not object.;;;;;;;;;x 
INTERACTION_CAN_CALL_TO_WAR_AGAIN;[Recipient.GetBestName] has not refused our Call to this war.;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_TITLE;Grant Viceroyalty;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_DESC;Grant a Viceroyalty to the character;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_LONG_DESC;Grant one of your landed titles as a Viceroyalty to another character. This will significantly improve their opinion of you. When the character dies, the title will revert back to you.;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_0;Select a title to grant as a Viceroyalty to §Y[Recipient.GetTitledFirstName]§W.;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_1;Grant the §Y[ThirdPartyTitle.GetFullName]§W as a Viceroyalty to §Y[Recipient.GetTitledFirstName]§W, increasing [Recipient.GetPossPronoun] opinion of you by §G$OPINION$§W. When §Y[Recipient.GetTitledFirstName]§W dies, the title will revert back to you.;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_2;The capital will change from §Y$CURRENT$§W to §Y$NEW$§W.;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_3;Vassals going with the grant: ;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_4;[Player.Religion.GetPietyName] from temple grant: §G$PIETY$§!.;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_5;§RMaking [Recipient.GetObjectPronoun] a $TITLE$ will disqualify [Recipient.GetObjectPronoun] from the succession!§!;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_ACCEPT_SETUP;Viceroyalty Granted;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§W granted the [ThirdPartyTitle.GetFullName] to §Y[Recipient.GetBestName]§W;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_LETTER;We offer you the Viceroyalty of [ThirdPartyTitle.GetFullName];;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_6;Grant the §Y[ThirdPartyTitle.GetFullName]§W as a Viceroyalty and all titles under it to §Y[Recipient.GetTitledFirstName]§W, increasing [Recipient.GetPossPronoun] opinion of you by §G$OPINION$§W. When §Y[Recipient.GetTitledFirstName]§W dies, the title will revert back to you.;;;;;;;;;x 
GRANT_VICE_ROYALTY_INTERACTION_7;Decadence lost from grant to dynasty member: §G$DECADENCE$%§! (the effect is relative to the dynasty's current Decadence.);;;;;;;;;x 
opinion_granted_barony_vice_royalty;Granted a Viceroyal Barony;;;;;;;;;x 
opinion_granted_county_vice_royalty;Granted a Viceroyal County;;;;;;;;;x 
opinion_granted_duchy_vice_royalty;Granted a Viceroyal Duchy;;;;;;;;;x 
opinion_granted_kingdom_vice_royalty;Granted a Viceroyal Kingdom;;;;;;;;;x 
opinion_granted_empire_vice_royalty;Granted an Viceroyal Empire;;;;;;;;;x 
INTERACTION_REQUIRES_TIER_TITLE;[Actor.GetTitledFirstName] must have a $TIER$ title which [Recipient.GetTitledFirstName] can hold;;;;;;;;;x 
IS_VICE_ROYALTY;Is a Viceroyalty;;;;;;;;;x 
ISNT_VICE_ROYALTY;Is not a Viceroyalty;;;;;;;;;x 
#vice_royalty_desc;With Viceroyalties, the risks associated with allowing certain vassals to grow in size will be reduced.;;;;;;;;;x 
vice_royalty_0;No Viceroyalties;;;;;;;;;x 
vice_royalty_0_option;None;;;;;;;;;x 
vice_royalty_0_desc;Disables Viceroyalties.;;;;;;;;;x 
vice_royalty_1;Kingdom Viceroyalties;;;;;;;;;x 
vice_royalty_1_option;Kingdoms;;;;;;;;;x 
vice_royalty_1_desc;Enables Kingdom Viceroyalties.;;;;;;;;;x 
vice_royalty_2;Duchy Viceroyalties;;;;;;;;;x 
vice_royalty_2_option;Duchies;;;;;;;;;x 
#vice_royalty_2_desc;Enables Duchy Viceroyalties.;;;;;;;;;x 
no_vice_royalties;No Viceroyalties;;;;;;;;;x 
king_vice_royalties;Allows Kingdom Viceroyalties;;;;;;;;;x 
#duke_vice_royalties;Allows Duchy Viceroyalties;;;;;;;;;x 
count_vice_royalties;Allows County Viceroyalties;;;;;;;;;x 
vice_royalty;Viceroyalty;;;;;;;;;x 
AIREASON_STRATEGIC_INTEREST;For the good of the realm;;;;;;;;;x 
EVTDESCCM15000;You've been thrown into a pit dug out in the middle of the desert. The guards explain to you that you are to be judged by Zun the Justice-Giver. If you are guilty, the Sun will punish you for your crimes.;;;;;;;;;x 
d_pskov_adj;Pskovian;;;;;;;;;x 
tribal_emperor_altaic;Khagan;;;;;;;;;x 
tribal_emperor_female_altaic;Khatun;;;;;;;;;x 
tribal_empire_of_altaic;Khaganate of;;;;;;;;;x 
tribal_king_altaic;Khan;;;;;;;;;x 
tribal_king_female_altaic;Khanum;;;;;;;;;x 
tribal_kingdom_of_altaic;Khanate of;;;;;;;;;x 
tribal_king_arabic;Sultan;;;;;;;;;x 
tribal_king_female_arabic;Sultana;;;;;;;;;x 
tribal_kingdom_of_arabic;Sultanate of;;;;;;;;;x 
tribal_emperor_arabic;Badshah;;;;;;;;;x 
tribal_emperor_russian;Tsar;;;;;;;;;x 
tribal_emperor_female_russian;Tsaritsa;;;;;;;;;x 
tribal_emperor_dravidian_group;Samrat;;;;;;;;;x 
tribal_emperor_female_dravidian_group;Samrajni;;;;;;;;;x 
tribal_king_dravidian_group;Maharaja;;;;;;;;;x 
tribal_king_female_dravidian_group;Maharani;;;;;;;;;x 
tribal_duke_dravidian_group;Raja;;;;;;;;;x 
tribal_duke_female_dravidian_group;Rani;;;;;;;;;x 
tribal_count_dravidian_group;Thakur;;;;;;;;;x 
tribal_count_female_dravidian_group;Thakurani;;;;;;;;;x 
tribal_baron_dravidian_group;Damapati;;;;;;;;;x 
tribal_baron_female_dravidian_group;Damapatni;;;;;;;;;x 
tribal_title_prince_c_indian;Rajkumar;;;;;;;;;x 
tribal_title_prince_female_c_indian;Rajkumari;;;;;;;;;x 
tribal_duchy_dravidian_group;Raj;;;;;;;;;x 
tribal_county_dravidian_group;Thikana;;;;;;;;;x 
tribal_barony_dravidian_group;Dama;;;;;;;;;x 
tribal_duchy_of_dravidian_group;Raj of;;;;;;;;;x 
tribal_county_of_dravidian_group;Thikana of;;;;;;;;;x 
tribal_barony_of_dravidian_group;Dama of;;;;;;;;;x 
tribal_emperor_indo_aryan_group;Samrat;;;;;;;;;x 
tribal_emperor_female_indo_aryan_group;Samrajni;;;;;;;;;x 
tribal_king_indo_aryan_group;Maharaja;;;;;;;;;x 
tribal_king_female_indo_aryan_group;Maharani;;;;;;;;;x 
tribal_duke_indo_aryan_group;Raja;;;;;;;;;x 
tribal_duke_female_indo_aryan_group;Rani;;;;;;;;;x 
tribal_count_indo_aryan_group;Thakur;;;;;;;;;x 
tribal_count_female_indo_aryan_group;Thakurani;;;;;;;;;x 
tribal_baron_indo_aryan_group;Damapati;;;;;;;;;x 
tribal_baron_female_indo_aryan_group;Damapatni;;;;;;;;;x 
tribal_title_prince_indo_aryan_group;Rajkumar;;;;;;;;;x 
tribal_title_prince_female_indo_aryan_group;Rajkumari;;;;;;;;;x 
tribal_duchy_indo_aryan_group;Raj;;;;;;;;;x 
tribal_county_indo_aryan_group;Thikana;;;;;;;;;x 
tribal_barony_indo_aryan_group;Dama;;;;;;;;;x 
tribal_duchy_of_indo_aryan_group;Raj of;;;;;;;;;x 
tribal_county_of_indo_aryan_group;Thikana of;;;;;;;;;x 
tribal_barony_of_indo_aryan_group;Dama of;;;;;;;;;x 
