#CODE;ENGLISH;;;;;;;;;x 
AIREASON_ALL_HELP_IS_APPRECIATED;All help is appreciated;;;;;;;;;x 
EVTOTPB100460;This could destroy my rival's life and reputation! I won't be a part of that;;;;;;;;;x 
EVTOTPC100460;I will protect this secret as I have mine;;;;;;;;;x 
EVTTOOLTIP100462;[Root.GetTitledFirstName] no longer sees [This.GetTitledFirstName] as [Root.GetHerHis] rival;;;;;;;;;x 
EVTDESC100461;It was only rumors at first, then people started talking, then gossiping. The secret I tried to keep hidden, tried to deny and tried to shun caught up to me and blared its, to some, ugly truth: I did not desire the other sex, I wanted a [Root.GetManWoman], not a [Root.GetManWomanOpp] in my bed...;;;;;;;;;x 
EVTOPTA100461;I have good reason to believe [From.GetTitledFirstName] is behind this!;;;;;;;;;x 
EVTDESC100462;It has been a secret I have guarded with my life, every gossip, every rumor about me not desiring the other sex has been uprooted as soon as I could. Then my rival [From.GetTitledFirstName] came to me, telling me [From.GetSheHe] knew my secret and I braced myself against [From.GetTitledFirstName]'s glee that [From.GetSheHe] finally had something [From.GetSheHe] could use to ruin my reputation with.;;;;;;;;;x 
EVTOPTA100462;My secret is safe, [From.GetTitledFirstName] told me...;;;;;;;;;x 
EVTDESC100470;The more I think about it, the more ridiculous it seems. A [Root.GetTitle] having a rival  so much beneath me, it seems a bit silly of me to hold [Root.GetHerHim] as my rival.;;;;;;;;;x 
EVTOPTA100470;Indeed, there is little point in this rivalry;;;;;;;;;x 
EVTOPTB100470;I never forget my enemies;;;;;;;;;x 
EVTDESC100471;[From.GetTitledFirstName] and I have been rivals for a very long time, but now when [From.GetSheHe] is a [From.GetTitle] and I am a lowly [Root.GetTitle] [From.GetTitledFirstName] feels it is beneath [From.GetHerHim] to have a rival so much beneath [From.GetHerHim].;;;;;;;;;x 
EVTOPTA100471;Finally!;;;;;;;;;x 
EVTOPTB100471;[From.GetTitle] or not, the rivalry between us is still strong!;;;;;;;;;x 
EVTTOOLTIP100472;[Root.GetTitledFirstName] refuses to let go of the rivalry between [Root.GetHerHim] and [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC100472;I was willing to bury our rivalries and the petty deeds, the stabs at our reputations our rivalry had caused in the past where it belongs, but [From.GetTitledFirstName] was not as magnanimous as I.\n'[Root.GetTitle] or [From.GetTitle], our rivalry will continue, forever!';;;;;;;;;x 
EVTOPTA100472;Oh dear...;;;;;;;;;x 
EVTDESC100480;My rivalry to my liege [Root.Liege.GetTitledFirstName] is straining my commitment to my feudal duties. To know that my hard work enables my rival to live a safer, better life annoys me to no end!;;;;;;;;;x 
EVTOPTA100480;[Root.Liege.GetTitledFirstName] is my rival until death do us part!;;;;;;;;;x 
EVTOPTB100480;I should try to live with this;;;;;;;;;x 
EVTOPTC100480;I should make up for the sake of order;;;;;;;;;x 
EVTTOOLTIP100481; ;;;;;;;;;x 
opinion_stubborn_rival;Stubborn Rival;;;;;;;;;x 
opinion_respects_liege;Respects Liege;;;;;;;;;x 
EVTDESC100481;My liege, I fear our rivalry is straining my commitment to my feudal duties. To know that my hard work enables a rival of mine to live a safer, better life is putting a strain to me I would gladly have removed. I want us to bury our rivalry and differences so I may serve you to my best.\nYour loyal subject,\n[From.GetTitledFirstName];;;;;;;;;x 
EVTOPTA100481;Yes, it would be for the best...;;;;;;;;;x 
EVTDESC100490;My fierce rival is planning rebellious acts against our liege [Root.Liege.GetTitledFirstName]!;;;;;;;;;x 
EVTOPTA100490;I will not let my rivalry interfere with my cause;;;;;;;;;x 
EVTOPTB100490;Maybe united hatred allows us to make up?;;;;;;;;;x 
EVTTOOLTIP100491;[Root.GetTitledFirstName] joins [This.GetTitledFirstName] plot against their liege [Root.Liege.GetTitledFirstName];;;;;;;;;x 
EVTDESC100491;I was in the middle of planning the next step of the plot when [From.GetTitledFirstName] burst into the room and asked to join my plot against [From.Liege.GetTitledFirstName]!;;;;;;;;;x 
EVTOPTA100491;I don't need your help!;;;;;;;;;x 
EVTTOOLTIP100492;[Root.GetTitledFirstName] needs no help from [This.GetTitledFirstName] with [Root.GetHerHis] plot against [This.Liege.GetTitledFirstName];;;;;;;;;x 
EVTOPTB100491;I could use any help I can get!;;;;;;;;;x 
EVTDESC100492;I had looked forward to joining [From.GetTitledFirstName] in [From.GetHerHis] plot against our liege [Root.Liege.GetTitledFirstName], but instead of showing some gratitude and welcome me with open arms, [From.GetTitledFirstName] shouted at me and refused to let me join [From.GetHerHis] plot!;;;;;;;;;x 
EVTOPTA100492;Now what should I do?;;;;;;;;;x 
EVTDESC100500;Praise [Root.Religion.GetRandomGodName]! My fierce rival has also become a follower of the new way of Christ! Hallelujah!;;;;;;;;;x 
EVTOPTA100500;I need to re-evaluate our relations!;;;;;;;;;x 
EVTOPTB100500;Love thy rival does not apply in this situation;;;;;;;;;x 
EVTDESC100501;The [Root.Religion.GetName] faith teaches us to love thy rival, but [From.GetTitledFirstName] still took me with surprise when [From.GetSheHe] proposed that we should end our rivalry in honor of [Root.Religion.GetRandomGodName]'s teachings...;;;;;;;;;x 
EVTOPTA100501;For [Root.Religion.GetRandomGodName]'s sake!;;;;;;;;;x 
EVTTOOLTIP100502;[Root.GetTitledFirstName] ends [Root.GetHerHis] and [This.GetTitledFirstName] rivalry;;;;;;;;;x 
EVTOPTB100501;[Root.Religion.GetRandomGodNameCap] would condone our rivalry!;;;;;;;;;x 
EVTTOOLTIP100503;[Root.GetTitledFirstName] rejects [This.GetTitledFirstName] suggestion to end their rivalry;;;;;;;;;x 
opinion_continued_rivalry;Continued Rivalry;;;;;;;;;x 
EVTDESC100502;For the love of [Root.Religion.GetRandomGodName], I agree! Let us not fight nor argue anymore, let us respect [Root.Religion.GetRandomGodName]'s teachings about loving thy rival!'\n[From.GetTitledFirstName] agreed to end our petty rivalry!;;;;;;;;;x 
EVTOPTA100502;Tis a joyous day!;;;;;;;;;x 
EVTDESC100503;What has [Root.Religion.GetRandomGodName] to do with our rivalry? Was [Root.Religion.GetRandomGodName] there when we became rivals? No! I see no reason why our [Root.Religion.GetName] faith would make us friends.'\n[From.GetTitledFirstName] did not want to let go of our rivalry.;;;;;;;;;x 
EVTOPTA100503;I thought our common faith would make us friends...;;;;;;;;;x 
EVTOPTB6502;Kick the kitty;;;;;;;;;x 
opinion_killed_father;Killed my father;;;;;;;;;x 
EVTDESC100510;It is a perfect opportunity - my liege [Root.Liege.GetTitledFirstName] has invited both me and my rival to [Root.Liege.GetHerHis] hunt in the forests of [Root.Liege.Location.GetName]. A small mistake can have devastating consequences, an arrow released at the wrong time might pierce through my rival's heart...;;;;;;;;;x 
EVTOPTA100510;It's now or never!;;;;;;;;;x 
EVTOPTB100510;Peasant, fire at my command!;;;;;;;;;x 
EVTTOOLTIP100511;[Root.GetTitledFirstName] bribes [This.GetTitledFirstName] to shoot [Root.GetHerHis] rival with an arrow;;;;;;;;;x 
EVTOPTC100510;Let's just enjoy the hunt;;;;;;;;;x 
EVTTOOLTIP36010;The White Stag;;;;;;;;;x 
EVTDESC100511;I heard the arrow the second before it hit. The whirring noise its feather made as it sang its way through the forest should have made it easier to avoid it...;;;;;;;;;x 
EVTOPTA100511;The arrow hit my arm!;;;;;;;;;x 
EVTOPTB100511;The arrow pierced my leg!;;;;;;;;;x 
EVTOPTC100511;The arrow... pierced my heart...;;;;;;;;;x 
EVTOPTD100511;The arrow only grazed me;;;;;;;;;x 
EVTDESC100512;I held my breath as the arrow left the bow, willed my eyes to stay open and follow its path. It was aimed directly at [From.GetTitledFirstName] and I was sure the arrow would hit true...;;;;;;;;;x 
EVTOPTA100512;...it hit [From.GetTitledFirstName]'s arm, wounding [From.GetHerHim]!;;;;;;;;;x 
EVTOPTB100512;...it hit [From.GetTitledFirstName]'s leg, maiming [From.GetHerHim]!;;;;;;;;;x 
EVTOPTC100512;...the arrow missed [From.GetTitledFirstName]!;;;;;;;;;x 
EVTDESC100513;The arrow struck true, piercing [From.GetTitledFirstName]'s heart and [From.GetSheHe] was dead before [From.GetSheHe] fell off the horse. No one wanted to admit whose arrow killed [From.GetTitledFirstName] and so [From.GetTitledFirstName] death became a sad hunting accident.;;;;;;;;;x 
EVTOPTA100513;A perfect shot!;;;;;;;;;x 
EVTTOOLTIP100514;[This.GetTitledFirstName] swears vengeance on [This.GetHerHis] father [This.Father.GetTitledFirstName]'s murderer [Root.GetTitledFirstName];;;;;;;;;x 
EVTDESC100514;My father [Root.Father.GetTitledFirstName]'s hunting accident was no accident. [From.GetTitledFirstName], my father's rival, held the bow with the arrow that pierced my father's heart!;;;;;;;;;x 
EVTOPTA100514;I will get my revenge, sooner than later!;;;;;;;;;x 
the_content;The Contented One;;;;;;;;;x 
the_failed_poisoner;Failed Poisoner;;;;;;;;;x 
opinion_poisoner;Poisoner;;;;;;;;;x 
master_poisoner;Master Poisoner;;;;;;;;;x 
EVTDESC100520;No one would notice if I poisoned my rival's wine at [Root.Liege.GetTitledFirstName]'s feast, the guests would be too preoccupied with gossip, plots and schemes.;;;;;;;;;x 
EVTOPTA100520;I will take the risk and poison the wine!;;;;;;;;;x 
EVTTOOLTIP100523;The poisoned wine intended for [Root.GetTitledFirstName]'s rival finds [This.GetTitledFirstName] lips instead;;;;;;;;;x 
EVTOPTB100520;I dare not, what if I was to be discovered?;;;;;;;;;x 
EVTDESC100521;I poured the poison into the wine and made sure no one saw me switching the poisoned goblet with my rival's. My rival did not notice anything, too busy talking with [Root.Liege.GetTitledFirstName] and I was mentally congratulating myself when I heard someone swear and the clatter when the goblet hit the floor.;;;;;;;;;x 
EVTOPTA100521;The poisoned wine... wasted!;;;;;;;;;x 
EVTDESC100522;The wine tasted strange, it almost tingled on my tongue but it was quite passable. It wasn't until several hours later, when I started vomiting blood, that I realized the wine must have been poisoned!;;;;;;;;;x 
EVTOPTA100522;...kill... ...me...;;;;;;;;;x 
EVTTOOLTIP100524;[Root.GetTitledFirstName] was poisoned by [This.GetTitledFirstName];;;;;;;;;x 
EVTOPTB100522;The poison did not kill me, but it made me infirm;;;;;;;;;x 
EVTOPTC100522;The poison... it buuurns...;;;;;;;;;x 
EVTDESC100523;The feast was exactly as I had planned it, plenty of food and wine, great entertainment and interesting guests. Too bad someone decided to ruin it for everyone by poisoning the wine!;;;;;;;;;x 
EVTOPTA100523;If I find out who did it, they'll be more than sorry!;;;;;;;;;x 
EVTTOOLTIP100525;[Root.GetTitledFirstName] was accidentally poisoned by [From.GetTitledFirstName];;;;;;;;;x 
EVTDESC100524;I watched as [From.GetTitledFirstName] downed the goblet with poisoned wine in a swallowing, burped and called for more. Satisfied, I sat down and enjoyed the food while waiting for the poison to work.;;;;;;;;;x 
EVTOPTA100524;[From.GetTitledFirstName] died a slow and painful death from the poison;;;;;;;;;x 
EVTTOOLTIP100526;[This.GetTitledFirstName] will avenge [This.GetHerHis] father [This.Father.GetTitledFirstName];;;;;;;;;x 
EVTOPTB100524;The poison did not kill [From.GetTitledFirstName], only made [From.GetHerHim] infirm;;;;;;;;;x 
EVTOPTC100524;The poison made [From.GetTitledFirstName] sick as a pig;;;;;;;;;x 
EVTDESC100525;Several witnesses claimed they had seen [FromFrom.GetTitledFirstName] pouring something into the wine and [FromFrom.GetTitledFirstName] confessed soon enough when I confronted [FromFrom.GetHerHim]. Several guests became sick but thank [Root.Religion.GetRandomGodName] no one died, the poison in the wine was too diluted to cause anyone permanent damage.;;;;;;;;;x 
EVTOPTA100525;Throw the poisoner into the dungeon!;;;;;;;;;x 
EVTOPTB100525;Banish the poisoner, as far away as possible!;;;;;;;;;x 
EVTOPTC100525;No one died, so I'll be merciful;;;;;;;;;x 
EVTDESC100526;My father died from the wine [From.GetTitledFirstName] poisoned at [From.Liege.GetTitledFirstName]'s feast! I will avenge my father's death!;;;;;;;;;x 
EVTOTPA100526;I swear that I won't rest until [From.GetTitledFirstName] is dead!;;;;;;;;;x 
mod_forgives_poisoner;Forgives poisoner;;;;;;;;;x 
EVTDESC100527;I confessed almost as soon as [From.GetTitledFirstName] started question me about the poisoned wine. My rival did not suffer at all from the poisoning but many guest had fallen ill after they had drunk the poisoned wine.;;;;;;;;;x 
EVTOTPA100527;[From.GetTitledFirstName] threw me into the dungeon for poisoning the guests;;;;;;;;;x 
EVTOTPB100527;[From.GetTitledFirstName] banished me for poisoning the guests;;;;;;;;;x 
EVTDESC72038;I hear [From.GetTitledFirstName] challenge one of my other guests to a duel and before I have any chance to interfere, the two duellers go outside...;;;;;;;;;x 
EVTOPTA72038;I try to get to them before it is too late...;;;;;;;;;x 
opinion_revoked_lord_spiritual_title;Revoked job title Court Chaplain;;;;;;;;;x 
action_inquisition_desc;Send your [GetLordSpiritualName] to tend to the lost souls in a province, converting heretics and infidels.;;;;;;;;;x 
action_advance_cul_tech_desc;Send your [GetLordSpiritualName] to work for the advancement of Culture in a province.;;;;;;;;;x 
action_improve_rel_relations_desc;Have your [GetLordSpiritualName] lead a religious delegation to discuss matters of the faith with the local clergy (especially useful towards the official head of a religion).;;;;;;;;;x 
job_spiritual;Court Chaplain;;;;;;;;;x 
mastermind_theologian_desc;The Mastermind Theologian is recognized as one of the top scholars of the Faith.;;;;;;;;;x 
CHOOSE_AMBITION;§GClick to Choose an Ambition§!;;;;;;;;;x 
NO_VALID_AMBITIONS;No Valid Ambitions;;;;;;;;;x 
CHOOSE_PLOT;Choose a Plot;;;;;;;;;x 
NO_VALID_PLOTS;No Valid Plots;;;;;;;;;x 
DYN9_DESC;With a score of $SCORE$ you$FAILED$ beat House af Bjälbo, who arguably created the modern state of Sweden. Prior to their accession the Swedish state was highly decentralised, where the writ of royal authority barely ran. The Bjälbo Kings regulated things more clearly, conquered Finland and by 1337 had entered a personal union with Norway, leading Sweden to the height of its medieval power.;;;;;;;;;x 
entertaining_entertainment;Entertaining Entertainment;;;;;;;;;x 
fabulous_feast;Fabulous Feast;;;;;;;;;x 
poor_revenge_seeker;Poor Revenge Seeker;;;;;;;;;x 
hot_revenge;Revenge served cold;;;;;;;;;x 
EVTDESC100530;It is time to take my revenge! I have so many deliciously vicious things planned, but I should keep it simple to make sure nothing goes wrong.;;;;;;;;;x 
EVTOPTA100530;I shall slander my rival's good reputation!;;;;;;;;;x 
EVTTOOLTIP100531;[Root.GetTitledFirstName] denigrates [Root.GetHerHis] rival [This.GetTitledFirstName]'s reputation;;;;;;;;;x 
EVTTOOLTIP100532;No one believes [This.GetTitledFirstName];;;;;;;;;x 
EVTOPTB100530;I shall send my ruffians to kill my rival!;;;;;;;;;x 
EVTTOOLTIP100533;[Root.GetTitledFirstName] sends ruffians to kill [Root.GetHerHis] rival [This.GetTitledFirstName];;;;;;;;;x 
EVTOPTC100530;My ruffians will roughen up my rival!;;;;;;;;;x 
EVTTOOLTIP100534;[Root.GetTitledFirstName]'s ruffians will roughen [Root.GetHerHis] rival [This.GetTitledFirstName] up;;;;;;;;;x 
EVTOPTD100530;What am I thinking? I do not want revenge!;;;;;;;;;x 
EVTDESC100531;I have heard the gossip about me, the rumors that are slowly damaging my good reputation. It has gone so far no one dares meet my gaze, the children are pulled away from me by concerned parents and the silence that arises when the gossipers sees me is deafening.;;;;;;;;;x 
EVTOPTA100531;What have I done? Who has spread these vile rumors?;;;;;;;;;x 
EVTTOOLTIP100537;The vile rumors are spread by [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC100532;I tried everything! My rival is too loved by his vassals so no matter what lies I told them, no matter what ridiculously strange or disgusting things I could think up they did not believe me!;;;;;;;;;x 
EVTOPTA100532;Then how will I get my revenge?;;;;;;;;;x 
EVTDESC100533;The ambush came from nowhere, the ruffians swinging cudgels, swords and their clenched fists at me obviously tried to kill me! I fought them desperately but no matter what I tried they still managed to hurt me more seriously than I could them...;;;;;;;;;x 
EVTOPTA100533;Bleeding badly, I tried to get away from them...;;;;;;;;;x 
EVTTOOLTIP100538;I escaped with my life;;;;;;;;;x 
EVTTOOLTIP100535;The ruffians sent to kill [Root.GetTitledFirstName] came from [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC100534;Before I could draw my sword the ruffians were upon me. I fought them bravely, even managed to injure some of them, but I was outnumbered and overpowered...;;;;;;;;;x 
EVTOPTA100534;I cannot fight them, I must flee!;;;;;;;;;x 
EVTDESC100535;I sent my ruffians out to kill my rival [From.GetTitledFirstName] to try and get revenge on [From.GetHerHim]. The stress, the worry, the anguish tormenting me until I got word from the leader was nerve-racking...;;;;;;;;;x 
EVTOPTA100535;The ruffians killed [From.GetTitledFirstName]! Oh, joyous day!;;;;;;;;;x 
EVTOPTB100535;The ruffians didn't even manage to harm [From.GetTitledFirstName]!;;;;;;;;;x 
EVTOPTC100535;The ruffians only managed to wound [From.GetTitledFirstName];;;;;;;;;x 
EVTOPTD100535;The ruffians maimed [From.GetTitledFirstName]!;;;;;;;;;x 
EVTDESC100536;I gave the leader of my gang of ruffians strict order: only hurt [From.GetTitledFirstName], maim [From.GetHerHim] if you like, but try to avoid killing [From.GetHerHim]! Hopefully, they have learnt to obey orders by now...;;;;;;;;;x 
EVTOPTA100536;Dead!? But I ordered you to wound, at the most maim [From.GetTitledFirstName]!;;;;;;;;;x 
EVTOPTB100536;How did [From.GetTitledFirstName] manage to defeat ALL of you?;;;;;;;;;x 
EVTOPTC100536;You wounded [From.GetTitledFirstName]? Excellent!;;;;;;;;;x 
EVTOPTD100536;You maimed [From.GetTitledFirstName]? Perfect!;;;;;;;;;x 
EVTDESC100537;My heart rejoiced in all the deliciously malicious, false rumors about [From.GetTitledFirstName] that I managed to spread and I could almost see [From.GetHerHis] good reputation in the gutter by my feet, getting more soiled and impossible to repair for every new gossiper...;;;;;;;;;x 
EVTOPTA100537;Revenge - a dish best served cold!;;;;;;;;;x 
EVTOPTB100537;I don't even care that [From.GetTitledFirstName] realized I was the source behind the rumors;;;;;;;;;x 
EVTDESC100538;I ran for my life and the ruffians, burdened by their weapons and armor, couldn't keep up with me for long. Not even when I couldn't see them behind me any more did I stop, I continued until I was safe in my own home again.;;;;;;;;;x 
EVTOPTA100538;Who would want to kill me?;;;;;;;;;x 
EVTDESC100540;I will have my revenge on my father [Root.Father.GetTitledFirstName]'s murderer! There's so many deliciously vicious things I want to do to my father's murderer, but I need to make sure nothing goes wrong...;;;;;;;;;x 
EVTOPTA100540;I shall slander my father's murderer's reputation!;;;;;;;;;x 
EVTTOOLTIP100541;[Root.GetTitledFirstName] denigrates [Root.GetHerHis] father's murderer [This.GetTitledFirstName]'s reputation;;;;;;;;;x 
EVTOPTB100540;I shall send my ruffians to kill my father's murderer!;;;;;;;;;x 
EVTTOOLTIP100543;[Root.GetTitledFirstName] sends ruffians to kill [Root.GetHerHis] father's murderer [This.GetTitledFirstName];;;;;;;;;x 
EVTOPTC100540;My ruffians will roughen up my father's murderer!;;;;;;;;;x 
EVTTOOLTIP100544;[Root.GetTitledFirstName]'s ruffians will roughen [Root.GetHerHis] father's murderer [This.GetTitledFirstName] up;;;;;;;;;x 
EVTOPTD100540;I cannot go through with this!;;;;;;;;;x 
EVTDESC100541;I dare not leave my home anymore, since the rumors about me being a cold-blooded murderer began people are not satisfied with just screaming words of abuse, they try to pelt me with rotten fruits and potatoes too!;;;;;;;;;x 
EVTOPTA100541;What have I done to deserve this?;;;;;;;;;x 
EVTTOOLTIP100547;[Root.GetTitledFirstName]'s reputation was soiled by the malicious rumors spread by [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC100542;No one listens to me when I try to tell them who murdered my father! I tried every lie, every ridiculously strange or disgusting things I could think up to soil my father's murderer's reputation but no one believed me!;;;;;;;;;x 
EVTOPTA100542;Curses! How will I get my revenge now?;;;;;;;;;x 
EVTDESC100543;The ruffians was after my life, no matter what I offered them: land, money, anything they would ever want they just ignored me! I was overpowered and outnumbered one to five but I had one advantage: I wore no armor and my slender sword would not hinder me in any way...;;;;;;;;;x 
EVTOPTA100543;Run! Run for my life!;;;;;;;;;x 
EVTDESC100544;Five ruffians stood before me but they did not try to kill me, no, they tried to hurt me as badly as possible without killing me. Despite being one to five I tried to defend myself until I saw no other option but to run for my life!;;;;;;;;;x 
EVTOPTA100544;Who hired you? Why do they want to hurt me?!;;;;;;;;;x 
EVTTOOLTIP100545;The ruffians were hired by [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC100545;Finally I will have my revenge on my father's murderer [From.GetTitledFirstName]! My ruffians will kill [From.GetHerHim] for me and no one will suspect a thing!;;;;;;;;;x 
EVTOPTA100545;Dead? Good, that's what I wanted...;;;;;;;;;x 
EVTOPTB100545;[From.GetTitledFirstName] got away!? How?!;;;;;;;;;x 
EVTOPTC100545;Only wounded? But I wanted [From.GetTitledFirstName] dead!;;;;;;;;;x 
EVTOPTD100545;Maimed!? Fine, that's good enough...;;;;;;;;;x 
EVTDESC100546;Wound, even maim [From.GetTitledFirstName] if you must, but do not kill [From.GetHerHim]! I want [From.GetTitledFirstName] to suffer...'\nThe ruffians had clear order what to do with [From.GetTitledFirstName], hopefully they will remember exactly what I hired them to do...;;;;;;;;;x 
EVTOPTA100546;I said I wanted [From.GetTitledFirstName] wounded, maimed at the most, not DEAD!;;;;;;;;;x 
EVTOPTB100546;You did not even manage to wound [From.GetTitledFirstName]!? Worthless!;;;;;;;;;x 
EVTOPTC100546;Excellent work! [From.GetTitledFirstName] will suffer enough from [From.GetHerHis] wounds...;;;;;;;;;x 
EVTOPTD100546;[From.GetTitledFirstName] lost a leg? Perfect!;;;;;;;;;x 
EVTDESC100547;People pelt [From.GetTitledFirstName] with rotten fruit and scream 'Murderer! Beast! Fiend!' after [From.GetHerHim] wherever [From.GetSheHe] goes. The rumors and the truth I spread has reached the gossipers, soon the whole country will know of [From.GetTitledFirstName] misdeeds!;;;;;;;;;x 
EVTOPTA100547;Such a deliciously rotten revenge!;;;;;;;;;x 
EVTOPTB100547;Not even [From.GetTitledFirstName] discovering I was behind the rumors can dampen my mood!;;;;;;;;;x 
UNREADY;Unready;;;;;;;;;x 
