#CODE;ENGLISH;;;;;;;;;x 
AIREASON_TOO_OLD;§Y[GetTitledFirstName]§! is past childbearing age;;;;;;;;;x 
EVTOPTB3566;Fine! I won't buy any more expensive plants;;;;;;;;;x 
EVTDESC3567;[From.GetTitledFirstName] praised the new rose but was astounded when I let slip how much it had cost. [From.GetSheHeCap] told me I should be more careful with money, even if the rose complemented the garden it had cost a little bit too much to justify it.;;;;;;;;;x 
EVTOPTA3567;It's my money and I'll do what I want with it!;;;;;;;;;x 
EVTOPTB3567;Yes, I know and I won't do it again;;;;;;;;;x 
EVTDESC3568;A beehive in one of the hollow trees in the garden should be filled with honey by now. As the bees had started to behave aggressively and had stung several people from my court, I decided to remove the nest and salvage the honey.;;;;;;;;;x 
#EVTOPTA3568;Ouch! This hurt more than I had imagined...;;;;;;;;;x 
EVTDESC3570;I need someone to help me in my next scheme! A wonderful book has been discovered by a close friend of mine but he refuses to give or sell it to me!;;;;;;;;;x 
EVTOPTA3570;I demand help!;;;;;;;;;x 
EVTTOOLTIP3571;[This.GetTitledFirstName] will contemplate [Root.GetTitledFirstName]'s request;;;;;;;;;x 
EVTOPTB3570;I'm asking nicely about help;;;;;;;;;x 
EVTOPTC3570;I will bribe someone to help me!;;;;;;;;;x 
EVTOPTD3570;I don't think anyone wants to help me;;;;;;;;;x 
EVTDESC3571;I had also heard about the book [From.GetTitledFirstName]'s friend had found when he inventoried his father's library. Unfortunately, this friend refused to sell the book to [From.GetTitledFirstName] and I despaired of ever getting to read it.;;;;;;;;;x 
EVTOPTA3571;[From.GetSheHeCap] demands that I help [From.GetHerHim] obtain the book!;;;;;;;;;x 
EVTTOOLTIP3572;[Root.GetTitledFirstName] will help [This.GetTitledFirstName] obtain the book;;;;;;;;;x 
EVTOPTB3571;[From.GetSheHeCap] asked nicely if I could help [From.GetHerHim] obtain the book;;;;;;;;;x 
EVTOPTC3571;[From.GetSheHeCap] bribed me to help [From.GetHerHim]!;;;;;;;;;x 
EVTDESC3572;With our united efforts it was a cinch to procure the book from my friend. [From.GetTitledFirstName] had been a bit sceptical to my plan first but [From.GetHerHis] desire to lay hands on the book overcame [From.GetHerHis] fear of getting caught.;;;;;;;;;x 
EVTOPTA3572;The book is finally mine!;;;;;;;;;x 
EVTDESC3575;I knew one of the courtiers was a member in a highly secret group called 'The Esoteric [Root.Religion.GetName]' and as a mystic this sounded fascinating! I wanted in, no matter what the price might be.;;;;;;;;;x 
EVTOPTA3575;I will keep nagging until I get in!;;;;;;;;;x 
EVTTOOLTIP3576;[This.GetTitledFirstName] notices [Root.GetTitledFirstName]'s interest in the group;;;;;;;;;x 
EVTOPTB3575;The group is not for the pious!;;;;;;;;;x 
EVTDESC3576;I have tried to keep 'The Esoteric [Root.Religion.GetName]' a secret from [From.GetTitledFirstName] but [From.GetHerHis] curiosity and an unfortunate coincidence made [From.GetHerHim] aware of the group. I felt compelled to include [From.GetTitledFirstName] or else 'The Esoteric [Root.Religion.GetName]' might not be a secret anymore.;;;;;;;;;x 
EVTOPTA3576;I will scare [From.GetHerHim] away with a dangerous initiation;;;;;;;;;x 
EVTTOOLTIP3577;A Dangerous Initiation;;;;;;;;;x 
EVTOPTB3576;A skill-based initiation should scare [From.GetHerHim] away;;;;;;;;;x 
EVTTOOLTIP3578;A Skill-based Initiation;;;;;;;;;x 
EVTOPTC3576;Maybe [From.GetSheHe] will tire and stop inquiring;;;;;;;;;x 
EVTDESC3577;My inquiries led me to [From.GetTitledFirstName] and when I started bombarding [From.GetHerHim] with questions [From.GetSheHe] tried to convince me there was no such thing as 'The Esoteric [Root.Religion.GetName]' but I kept going until [From.GetSheHe] gave up. [From.GetSheHeCap] told me that I needed to go through a dangerous initiation to become a member of the group.;;;;;;;;;x 
EVTOPTA3577;Okay!;;;;;;;;;x 
EVTTOOLTIP3579;The Initiation;;;;;;;;;x 
EVTOPTB3577;It sounds too dangerous;;;;;;;;;x 
EVTDESC3578;My inquiries led me to [From.GetTitledFirstName] and when I started bombarding [From.GetHerHim] with questions [From.GetSheHe] tried to convince me there was no such thing as 'The Esoteric [Root.Religion.GetName]' but I kept going until [From.GetSheHe] gave up. [From.GetSheHeCap] told me that I needed to go through a skill-based initiation to become a member of the group.;;;;;;;;;x 
EVTOPTA3578;Okay!;;;;;;;;;x 
EVTOPTB3578;No way!;;;;;;;;;x 
EVTDESC3579;I did not think [From.GetTitledFirstName] would agree to the initiation and I had a hard time figuring out what [From.GetHerHis] initiation should be like. I decided that, despite what I had told [From.GetTitledFirstName], I would give [From.GetHerHim] a skill-based dangerous initiation: [From.GetSheHe] would have to handle alchemical substances and make a love potion!;;;;;;;;;x 
EVTOPTA3579;[From.GetSheHeCap] made an excellent love potion! It even worked!;;;;;;;;;x 
EVTTOOLTIP3580;Initiation Success;;;;;;;;;x 
EVTOPTB3579;Still, I won't let [From.GetHerHim] become a member;;;;;;;;;x 
EVTTOOLTIP3581;Initiation Failed;;;;;;;;;x 
EVTDESC3580;It was hard and dangerous work, the alchemical compounds was both flammable and poisonous and I feared the love potion would not be good enough, might even poison or kill those who ingested it. It was tested on a swineman and a milkmaid, who immediately fell in love and into the hay stack.;;;;;;;;;x 
EVTOPTA3580;I'm a proud member of 'The Esoteric [Root.Religion.GetName]'!;;;;;;;;;x 
EVTDESC3581;I don't know what went wrong with the love potion, the alchemical compounds did not react to each other as I was used to. It poisoned the swineman and milkmaid we tried it on, nobody died but they had to stay in bed for a week or two...;;;;;;;;;x 
EVTOPTA3581;I failed the initiation!;;;;;;;;;x 
#EVTDESC3585;The liquid dripped through the labyrinth of glassbottles blown in various forms and sizes. As it reached the end of the funnel, a drop of the liquid quivered on the edge before it slowly fell towards the awaiting bowl.;;;;;;;;;x 
#EVTOPTA3585;Careful now...;;;;;;;;;x 
#EVTTOOLTIP3586;Exploding Experiment!;;;;;;;;;x 
#EVTTOOLTIP3587;Lead and Gold!;;;;;;;;;x 
#EVTDESC3586;As the liquid slowly but steadily dripped into the bowl I waited eagerly for the substance to cool down. When finally every last drop was in the bowl darkness enveloped the castle and I had to light a candle to properly examine the liquid, which exploded.;;;;;;;;;x 
#EVTOPTA3586;What will [Root.Spouse.GetFirstName] say when [Root.Spouse.GetSheHe] sees my face?;;;;;;;;;x 
#EVTOPTB3586;My eyebrows!;;;;;;;;;x 
#EVTDESC3587;The disappointment I felt when the liquid solidified was quickly replaced by joy when I realized that, instead of a Philosopher's Stone, I had created...;;;;;;;;;x 
#EVTOPTA3587;Gold! I have created gold!;;;;;;;;;x 
#EVTDESC3590;This illness is slowly killing me, sucking the life out of my bones and brain. I hope the potion I am preparing will heal me of my illnes, I fear it might kill me but I am willing to take the risk!;;;;;;;;;x 
EVTOPTA3590;Here goes nothing!;;;;;;;;;x 
EVTTOOLTIP3591;Madness strikes [Root.GetTitledFirstName];;;;;;;;;x 
EVTTOOLTIP3592;The potion makes [Root.GetTitledFirstName] better;;;;;;;;;x 
EVTDESC3591;Small blue butterflies flies around my head and their tickling wings makes me laugh.;;;;;;;;;x 
EVTOPTA3591;I think I am crazy!;;;;;;;;;x 
EVTOPTB3591;Is this lunacy?;;;;;;;;;x 
EVTDESC3592;When the last drop of the potion had ran down my throat and nothing spectacular had happened, as in it making me violently sick or blow me to pieces, I opened my eyes and took a deep breath. I felt wonderful!;;;;;;;;;x 
EVTOPTA3592;It worked! It actually worked!;;;;;;;;;x 
EVTDESC3593;I encrypted the formula for the health potion so well that even I had trouble deciphering it. The main ingredient were mercury, if I understand my scribbling notes correctly.;;;;;;;;;x 
EVTOPTA3593;I want to test it on someone!;;;;;;;;;x 
EVTTOOLTIP3594;[This.GetTitledFirstName]'s Health Potion;;;;;;;;;x 
#EVTDESC3594;I was desperate for a cure, the sickness seemed to get worse for every day. I heard [From.GetTitledFirstName] had concocted something that [From.GetSheHe] could cure all illnesses.;;;;;;;;;x 
EVTOPTA3594;Let me try it!;;;;;;;;;x 
EVTOPTB3594;I don't dare try it;;;;;;;;;x 
EVTTOOLTIP3595;[Root.GetTitledFirstName] goes mad;;;;;;;;;x 
EVTTOOLTIP3596;[Root.GetTitledFirstName] is cured of [Root.GetHerHis] illness;;;;;;;;;x 
EVTTOOLTIP3597;[Root.GetTitledFirstName] dies because of the potion;;;;;;;;;x 
EVTDESC3595;I warned [From.GetTitledFirstName] that the potion wasn't perfect! When I tried to decipher my own decryptions I did not manage to get the right measurements for the ingredients and so I had to guess.;;;;;;;;;x 
EVTOPTA3595;The concoction made [From.GetTitledFirstName] mad!;;;;;;;;;x 
EVTDESC3596;The potion worked like a charm, [From.GetTitledFirstName] told me [From.GetSheHe] had never felt so good ever before!;;;;;;;;;x 
EVTOPTA3596;Wonderful!;;;;;;;;;x 
EVTDESC3597;I killed [From.GetTitledFirstName] with my concoction!;;;;;;;;;x 
EVTOPTA3597;This is all my fault!;;;;;;;;;x 
EVTDESC3600;A metal worker named Perillos introduced a new invention of his today: a brazen bull. Intrigued by the design, I asked him to demonstrate it for me and the result was terrifying!;;;;;;;;;x 
EVTOPTA3600;I must have it!;;;;;;;;;x 
EVTTOOLTIP3601;[This.GetTitledName] reacts to the brazen bull;;;;;;;;;x 
EVTOPTB3600;It's too terrifying!;;;;;;;;;x 
EVTTOOLTIP3602;[This.GetTitledFirstName] reacts to the brazen bull;;;;;;;;;x 
EVTDESC3601;[From.GetTitledFirstName] bought a brazen bull today! The terrifying torture device was demonstrated and the agonising screams of its victim converted to the sound of an infuriated bull bellowing echoed throughout the courtyard.;;;;;;;;;x 
EVTOPTA3601;Destroy it! Now!;;;;;;;;;x 
EVTTOOLTIP3603;[Root.GetTitledFirstName] is not happy with [This.GetTitledFirstName];;;;;;;;;x 
EVTOPTB3601;It is... impressive!;;;;;;;;;x 
EVTTOOLTIP3604;[Root.GetTitledFirstName] congratulates [This.GetTitledFirstName];;;;;;;;;x 
EVTOPTC3601;I hope [From.GetSheHe] won't use it on me!;;;;;;;;;x 
EVTDESC3602;[From.GetTitledFirstName] did not like the brazen bull at all, [From.GetSheHe] ordered me to get rid of it!;;;;;;;;;x 
EVTOPTA3602;Fine!;;;;;;;;;x 
EVTOPTB3602;Never!;;;;;;;;;x 
EVTDESC3603;[From.GetTitledFirstName] congratulated me on the purchase of a brazen bull, [From.GetSheHe] thought it would inspire fear in our enemies!;;;;;;;;;x 
EVTOPTA3603;Thank you!;;;;;;;;;x 
EVTDESC3604;I decided to investigate if [From.GetTitledFirstName] had come to [From.GetHerHis] senses and gotten rid of the brazen bull.;;;;;;;;;x 
EVTOPTA3604;[From.GetSheHeCap] decided to sell it!;;;;;;;;;x 
EVTOPTB3604;[From.GetSheHeCap] decided to keep it!;;;;;;;;;x 
EVTDESC3605;No matter what I did to my prisoner, he refused to admit anything! Frustrated, I left him in the hands of a courtier only to return half an hour later finding a written confession with the prisoner's signature on it!;;;;;;;;;x 
EVTOPTA3605;You shall teach me this!;;;;;;;;;x 
EVTTOOLTIP3606;[This.GetTitledFirstName] might reveal the secret torture method;;;;;;;;;x 
EVTOPTB3605;Would you please teach me!;;;;;;;;;x 
EVTOPTC3605;Fine! Then you can handle the torturing for now!;;;;;;;;;x 
EVTOPTD3605;Look, I'll give you lots of gold if you teach me;;;;;;;;;x 
EVTDESC3606;When [From.GetTitledFirstName] had left the torture chamber and its victim in frustration over the man's stubborn silence, I decided to try my old skills on him. It did not take long before I had a written confession with the man's signature on it and [From.GetTitledFirstName]'s gratitude.;;;;;;;;;x 
EVTOPTA3606;The nerve! [From.GetSheHe] demanded that I taught [From.GetHerHim];;;;;;;;;x 
EVTTOOLTIP3607;[Root.GetTitledFirstName] will teach [This.GetTitledFirstName] the torture methods;;;;;;;;;x 
EVTOPTB3606;[From.GetTitledFirstName] asked me nicely if I could teach [From.GetHerHim];;;;;;;;;x 
EVTOPTC3606;I will never reveal the secret torture methods!;;;;;;;;;x 
EVTOPTD3606;The gold [From.GetSheHe] gave me will give [From.GetHerHim] the knowledge [From.GetSheHe] desires;;;;;;;;;x 
#EVTDESC3607;It was horrifying but oddly satisfying to watch [From.GetTitledFirstName] demonstrate [From.GetHerHis] skills on a recently captured traitor. after demonstrating how much pain [From.GetSheHe] could cause before the man passed out, [From.GetSheHe] taught me how to cause maximum pain and damage but still keep the victim alive for several days, or even weeks.;;;;;;;;;x 
EVTOPTA3607;Impressive!;;;;;;;;;x 
EVTDESC3610;I need a confession from one of my prisoners or else I have to release him. I would prefer not to have to use torture on him but maybe the mere threat would make him speak up!;;;;;;;;;x 
#EVTOPTA3610;So be it!;;;;;;;;;x 
#EVTTOOLTIP3611;[This.GetTitledFirstName] is threatened with torture;;;;;;;;;x 
EVTDESC3611;[From.GetTitledFirstName] is notorious for [From.GetHerHis] torture methods and the mere description of what would be done to me if I did not confess was enough to make me wet my pants in horror.;;;;;;;;;x 
EVTOPTA3611;I confess, please don't do that to me!;;;;;;;;;x 
EVTTOOLTIP3612;[Root.GetTitledFirstName] has made [Root.GetHerHis] decision;;;;;;;;;x 
EVTOPTB3611;I won't say a word!;;;;;;;;;x 
EVTDESC3612;Would my prisoner [From.GetTitledFirstName], despite the colorful description of all the horrors that would be inflicted on [From.GetHerHim] if [From.GetSheHe] did not confess, refuse and force me to make reality of my threats?;;;;;;;;;x 
EVTOPTA3612;I almost felt disappointed when [From.GetTitledFirstName] confessed;;;;;;;;;x 
EVTOPTB3612;[From.GetTitledFirstName] refused to confess! Sharpen my tools!;;;;;;;;;x 
EVTDESC3615;It is time to pass my legacy to my child! The torture methods I have refined, the secrets only I and other master impalers know and the use of instruments of torture.;;;;;;;;;x 
EVTOPTA3615;I hope the child will follow in my footsteps!;;;;;;;;;x 
EVTTOOLTIP3616;A child is asked to follow in [This.GetTitledFirstName]'s menacing footsteps;;;;;;;;;x 
EVTDESC3616;My [GetFromRelation] [From.GetFirstName] asked me if I wanted to watch a prisoner being tortured. [From.GetSheHeCap] wants me to become a master torturer, a Impaler, just as [From.GetSheHe] [From.GetHerselfHimself].;;;;;;;;;x 
EVTOPTA3616;Of course! Do I get to use the brazen bull on someone then?;;;;;;;;;x 
EVTTOOLTIP3617;[Root.GetTitledFirstName] follows in [Root.GetHerHis] [GetFromRelation]'s footsteps;;;;;;;;;x 
EVTOPTB3616;That's horrible! No way!;;;;;;;;;x 
EVTTOOLTIP3618;[Root.GetTitledFirstName] refuses to follow in [Root.GetHerHis] [GetFromRelation]'s footsteps;;;;;;;;;x 
EVTDESC3617;[From.GetTitledFirstName] is a natural! I would never have anticipated how fast [From.GetSheHe] learned the use of the instruments of torture and how [From.GetSheHe] came up with ingenious new ways of using them!;;;;;;;;;x 
EVTOPTA3617;I am so proud of you, my [GetFromRelation]!;;;;;;;;;x 
EVTDESC3618;The disgust in [From.GetFirstName]'s face when I asked [From.GetHerHim] if [From.GetSheHe] wanted to watch me torture a prisoner was answer enough. My [GetFromRelation] would never follow in my footsteps!;;;;;;;;;x 
EVTOPTA3618;That honestly hurt!;;;;;;;;;x 
EVTDESC3620;I have been challenged to a duel! Although I am a great duelist, I still find the need for some training and the finest second in [Root.Location.GetName].;;;;;;;;;x 
EVTOPTA3620;The greatest second will be mine!;;;;;;;;;x 
EVTTOOLTIP3621;[This.GetTitledFirstName] consider your offer;;;;;;;;;x 
EVTOPTB3620;I will ask the greatest second if he's willing to help me;;;;;;;;;x 
EVTOPTC3620;For some gold he'll be willing to be my second!;;;;;;;;;x 
EVTOPTD3620;I have no need for a second!;;;;;;;;;x 
EVTDESC3621;Through rumors I learned that [From.GetTitledFirstName] had been challenged to a duel and [From.GetSheHe] will probably ask me to be [From.GetHerHis] second.;;;;;;;;;x 
EVTOPTA3621;[From.GetSheHeCap] demand that I'll be [From.GetHerHis] second!;;;;;;;;;x 
EVTTOOLTIP3622;[Root.GetTitledFirstName] will be [This.GetTitledFirstName]'s second;;;;;;;;;x 
EVTOPTB3621;I could not say no when [From.GetSheHe] asked so nicely!;;;;;;;;;x 
EVTOPTC3621;A couple of gold coins and I agreed to be [From.GetHerHis] second;;;;;;;;;x 
EVTDESC3622;My opponent withdrew from the duel! I was able to learn something new from [From.GetTitledFirstName] though, so it did not feel too unnecessary to have troubled [From.GetHerHim].;;;;;;;;;x 
EVTOPTA3622;Thank you anyway!;;;;;;;;;x 
EVTDESC3625;I could not stand being insulted even one more time, so I slapped my insulter and thus, the glove was thrown.;;;;;;;;;x 
