#CODE;ENGLISH;;;;;;;;;x 
AIREASON_CAN_PAY_OWN_RANSOM;§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom;;;;;;;;;x 
EVTDESC_SoA_5355;My [Root.GetTitle], the lords of the Realm complain. They think it most unfitting and strange that a young maid of low birth is allowed such a prominent position when there are noble lords aplenty who are much more well prepared and competent to lead your armies. Some of them are asking if you are doing this deliberately to insult them.\n\nThere is also the issue of her claiming to be personally sent by God - it sounds rather heretical.;;;;;;;;;x 
EVTOPTA_SoA_5355;Let them moan. I am the [Root.GetTitle].;;;;;;;;;x 
EVTOPTB_SoA_5355;I agree, but this woman is popular among the common folk.;;;;;;;;;x 
EVTOPTC_SoA_5355;Very well, we shall put her on trial for heresy.;;;;;;;;;x 
EVTNAME_SoA_5357;[From.GetFirstName] and the [Root.GetTitle];;;;;;;;;x 
EVTDESC_SoA_5357;One evening at court, [From.GetFirstName] approaches you and asks to speak with you in private. You agree and the both of you sit down for a talk in your chambers. [From.GetFirstName] speaks to you of her visions of Christ and her quest to save the country from the enemy. She speaks with passion, her simple honesty and forceful zeal both coming across as she looks you in the eyes. She declares her fierce loyalty and love for you as the chosen [Root.GetTitle]. You are quite impressed by her passion, intelligence and sincerity.;;;;;;;;;x 
EVTOPTA_SoA_5357;Thank you for coming to see me, [From.GetFirstName].;;;;;;;;;x 
EVTOPTB_SoA_5357;My dearest [From.GetFirstName], you are truly sent by [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
EVTOPTC_SoA_5357;We both know you are a powerhungry impostor, [From.GetFirstName].;;;;;;;;;x 
EVTOPTD_SoA_5357;Love, you say? Come sit over here...;;;;;;;;;x 
EVTNAME_SoA_5358;The Mission;;;;;;;;;x 
EVTDESC_SoA_5358;[FromFrom.GetFirstName] looks at you seriously. 'I hope you have been listening, my [Root.GetLordLady]. The country is hurting and you, its rightful sovereign, is the one to mend it. I shall aid you, this is the mission I have been given by our Lord Christ.';;;;;;;;;x 
EVTOPTA_SoA_5358;Very good.;;;;;;;;;x 
EVTNAME_SoA_5359;Zeal;;;;;;;;;x 
EVTDESC_SoA_5359;[FromFrom.GetFirstName] looks at you with tears of joyous fervour in her eyes. 'My [Root.GetLordLady], you are the highest and also the wisest [Root.GetManWoman] in the realm. God shall guide you through me, and the people shall be saved. With the sword of righteousness in my hand, guided by your wisdom and the will of God, we will be victorious!;;;;;;;;;x 
EVTOPTA_SoA_5359;So it shall be!;;;;;;;;;x 
EVTNAME_SoA_5360;Mistrust;;;;;;;;;x 
EVTDESC_SoA_5360;[FromFrom.GetFirstName] stands up, a shocked and bewildered expression or her face. 'My [Root.GetLordLady], your accusation wounds me most deeply! I have heard evil things said of me, but did not think I would hear it from you. Still, my loyalty to you comes from Christ and He is stronger than the Devil who has corrupted your faith. I shall always remain your servant, my [Root.GetLordLady]'.\n\nWith these last words, [FromFrom.GetFirstName] kneels before you, tears of sorrow streaming down her face.;;;;;;;;;x 
EVTOPTA_SoA_5360;Stop this ridiculous charade, woman.;;;;;;;;;x 
EVTNAME_SoA_5361;The Lovers;;;;;;;;;x 
EVTDESC_SoA_5361;[FromFrom.GetFirstName] quietly sits down next to you and looks into your eyes. As you embrace her and kiss her, she shudders and whispers: 'My Lord, see how my hands tremble at your touch. Just as I felt this immense joy mixed with bewilderment when Christ first spoke to me, so do I now feel my blood rushing in the same way in your presence. It seems to me that it is the will of God that we shall be together.';;;;;;;;;x 
EVTOPTA_SoA_5361;Come to my bedchamber then, [FromFrom.GetFirstName].;;;;;;;;;x 
EVTNAME_SoA_5362;[FromFrom.GetFirstName] the Chaste;;;;;;;;;x 
EVTDESC_SoA_5362;[FromFrom.GetFirstName] recoils away from your advances, her eyes expressing surprise, sorrow and anger as she looks at you. 'My Lord, I did not think the devil would have sown such dark seeds in you as to try and impose on my chastity! I belong to Christ and to no man. Rest assured, my Lord - my loyalty to you is untouched, but so shall my body also remain, lest it be the touch of cold steel and martyrdom.';;;;;;;;;x 
EVTOPTA_SoA_5362;I see.;;;;;;;;;x 
EVTNAME_SoA_5364;[From.GetFirstName] and the common folk;;;;;;;;;x 
EVTDESC_SoA_5364;The entire country is boiling with rumours and gossip of [From.GetFullName], the humble country girl who rose to become a trusted servant of the [Root.GetTitle]. Hope of defeating the realm's enemies is blossoming, and peasants everywhere are celebrating this fantastic tale of a virgin saviour from the humblest ranks of society.;;;;;;;;;x 
EVTOPTA_SoA_5364;She is truly a legend in her own time!;;;;;;;;;x 
EVTNAME_SoA_5366;[From.GetFirstName] requests an audience;;;;;;;;;x 
EVTDESC_SoA_5366;[From.GetFirstName] has come before you asking to speak to you at the council. She says that the military establishment seems trapped in old doctrines and that the commanders would benefit from more offensive thinking, as well as more religious schooling, of course.\n\nThere is grumbling from some of the assembled nobles at her speech.;;;;;;;;;x 
EVTOPTA_SoA_5366;Thank you, [From.GetFirstName], that's a good idea.;;;;;;;;;x 
EVTOPTB_SoA_5366;When I need your advice, I'll ask for it.;;;;;;;;;x 
EVTOPTC_SoA_5366;I've had enough of this insolence – arrest her!;;;;;;;;;x 
EVTNAME_SoA_5368;[From.GetFirstName] and the Church;;;;;;;;;x 
EVTDESC_SoA_5368;Your [Root.GetLordSpiritualName] [Root.job_spiritual.GetFullName] approaches you one morning for a candid conversation: 'My [Root.GetLordLady], there is much displeasure among the clergy at the elevation of this young woman, [From.GetFirstName]. The things she says are considered heretical by some in the Holy Church, and others, frankly, see their positions threatened by one of such low birth and meager schooling gaining so much prestige. I would advise you to consider whether it is worth protecting this young lass at so great a potential cost.';;;;;;;;;x 
EVTOPTA_SoA_5368;Please remind these clergymen who is [Root.GetTitle].;;;;;;;;;x 
EVTOPTB_SoA_5368;She is merely a tool, the Church has nothing to fear.;;;;;;;;;x 
EVTOPTC_SoA_5368;Very well, we will put her on trial and see if she is a heretic.;;;;;;;;;x 
EVTNAME_SoA_5370;The influence of [From.GetFirstName];;;;;;;;;x 
EVTDESC_SoA_5370;These are unusual times. [From.GetFirstName]'s influence is felt all around, wherever you go. There is a surge in religiosity among the commoners, who see her as a national saviour and almost a Christ-figure. Among the nobles many are charmed by her pious innocence and energetic zeal, in spite of most of them also viewing her as a dangerous upstart. Meanwhile, the clergy is divided, some seeing a heretic and others a saint.;;;;;;;;;x 
EVTOPTA_SoA_5370;We should all try to be more like her.;;;;;;;;;x 
EVTOPTB_SoA_5370;I dislike fanatics, but I will suffer her for now.;;;;;;;;;x 
EVTNAME_SoA_5373;A common girl from [From.GetName];;;;;;;;;x 
EVTDESC_SoA_5373;Your [Root.GetChancellorName] [Root.job_chancellor.GetFullName] comes to see you, a look of worry on [Root.job_chancellor.GetHerHis] face. [Root.job_chancellor.GetSheHe] explains that there are increased grumblings among the nobles regarding the position of your protegé [FromFrom.GetFirstName]. Many of them refuse to accept that a lowborn woman from [From.GetName], however competent and pious, be continuously given so many privileges normally reserved for nobility. It sets a bad example for the peasants and may cause unrest, they fear. There have also been numerous incidents of perceived insults and scandals of protocol between [FromFrom.GetFirstName] and various prestigious army commanders.\n\nIt seems many nobles feel they have suffered her too long, and some still entertain the idea of demanding her arrest and trial for heresy.;;;;;;;;;x 
EVTOPTA_SoA_5373;Bah! Their own incompetence makes them envious.;;;;;;;;;x 
EVTOPTB_SoA_5373;I shall force her to speak more humbly henceforth.;;;;;;;;;x 
EVTOPTC_SoA_5373;Not noble enough? Bring her before me and I shall knight her!;;;;;;;;;x 
EVTOPTD_SoA_5373;I cannot abide this any longer. Put her in chains!;;;;;;;;;x 
EVTNAME_SoA_5382;[From.GetFirstName] marries;;;;;;;;;x 
EVTDESC_SoA_5382;Never has the realm seen so much attention focused on the wedding of one who is not of noble birth. The wedding of [From.GetFirstName] has caused ringing of churchbells and impromptu feasts and prayers among the common folk all around the country.\n\nNo longer a maid perhaps, but an icon of the realm still, and even the [Root.GetTitle] should make sure to make a public toast to the newly-weds.;;;;;;;;;x 
EVTOPTA_SoA_5382;Indeed!;;;;;;;;;x 
EVTNAME_SoA_5385;[From.GetFirstName] the mother;;;;;;;;;x 
EVTDESC_SoA_5385;[From.GetFirstName] the Maid she used to be, but no longer. Some of her followers speak of a virgin birth, though such talk is frowned upon by the Church. The image of [From.GetFirstName] has now changed in the eyes of many, but she continues to be a focus of adulation, and very soon after the birth she has once again taken up her sword and saddled her horse.;;;;;;;;;x 
EVTOPTA_SoA_5385;So strong!;;;;;;;;;x 
EVTNAME_SoA_5391;The trial of [From.GetFirstName];;;;;;;;;x 
EVTDESC_SoA_5391;[From.GetFirstName] has been put on trial for heresy. She claims to be sent by Christ, to be his messenger. She is accused of being sent by the devil, and of claiming to be God's daughter, and of sinning by wearing men's attire, among other things. The judges come mostly from the clergy, and they begin a hard line of questioning against the young woman. There is unrest outside the castle where the trial is held, as many followers have come to pray for her and express their belief in her innocence. This trial seems set to last for a while.;;;;;;;;;x 
EVTOPTA_SoA_5391;The truth shall be our only concern.;;;;;;;;;x 
EVTNAME_SoA_5392;The trial of [From.GetFirstName] – judgement;;;;;;;;;x 
EVTDESC_SoA_5392;[From.GetFirstName] has been put through long sessions of questioning for over a month now. After much deliberation on the law and theology and evaluation of testimony the case still seems unclear to many. It all seems to come down to whether you want to believe that she is a messenger of God or of the Devil. Or perhaps it's more down to whether it is politically expedient to convict her or not. Young [From.GetFirstName] herself has assumed a position of sorrowful fatalism. She says she has seen her fate in a vision and that she knows what is to come.\nThe crowds surrounding the trial all await the verdict with tension. If [From.GetFirstName] were to be aquitted, the humiliation of the trial itself surely signifies that she has fallen from royal grace and will never come back to hold the position she once did. But in the case of a conviction, a gruesome death by burning at the stake is certain to be the fate that awaits her. There is little mercy for heretics.;;;;;;;;;x 
EVTOPTA_SoA_5392;She is guilty.;;;;;;;;;x 
EVTOPTB_SoA_5392;She is innocent.;;;;;;;;;x 
EVTNAME_SoA_5394;The execution of [From.GetFirstName];;;;;;;;;x 
EVTDESC_SoA_5394;The flames leap higher and higher, crackling as they begin to eat at the wood. Slowly, [From.GetFirstName] starts to twist as they begin to lick her legs. The gathered crowd stares in stunned silence - some hungry for her death, others overcome by horror at what they see. The life of this woman is coming to an end, she who captured the attention of the entire realm during these months. Saint or devil – the eyes of the onlookers hold different views, but it seems certain that she will remembered for many many years. Perhaps she shall have her restitution in time, perhaps not.\nAs the flames climb higher and take hold of [From.GetFirstName]'s body, she twitches violently but still does not cry out. Her gaze is fixed on the heavens, tears streaming from her face. Many onlookers turn away now, but others are fixed to the spot, unable to avert their eyes. Slowly, [From.GetFirstName] disappears from view as the flames rise around her.;;;;;;;;;x 
EVTOPTA_SoA_5394;May the Lord have mercy on her soul.;;;;;;;;;x 
EVTNAME_SoA_5395;[From.GetFirstName] is aquitted;;;;;;;;;x 
EVTDESC_SoA_5395;The aquittal of [From.GetFirstName] have left mixed reactions across the realm. There are celebrations among the peasants, and more mixed reactions among the nobility and clergy. [From.GetFirstName] herself spends these days in prayer. She realizes that she will not lead armies again nor enjoy the ear of the [Root.GetTitle] as before. Still, the aquittal at the trial has vindicated her words and actions and she seems at peace. No longer on the grand stage of war and politics, she seems now content to spend the rest of her days living as a nun.;;;;;;;;;x 
EVTOPTA_SoA_5395;You are safe now, [From.GetFirstName].;;;;;;;;;x 
EVTNAME_SoA_5398;Years later...;;;;;;;;;x 
EVTDESC_SoA_5398;After the first turbulent years, it seems everyone in the country has gotten used to [FromFrom.GetFullName]. Some appreciate her and some do not, but the more violent controversy and commotion has died out and people are now preoccupied with other matters. She lives on, although the tales of the early years of the Maid of [From.GetName] are already the stuff of legend.;;;;;;;;;x 
EVTOPTA_SoA_5398;With time, anything and everything becomes normal.;;;;;;;;;x 
convert_to_spouse_jewish;Convert to Judaism;;;;;;;;;x 
convert_to_spouse_jewish_desc;The pillow talk of a spouse or concubine can be very persuasive. Perhaps these Children of Israel truly are God's chosen?;;;;;;;;;x 
EVTTOOLTIP306;[This.GetFirstName] will be regarded as your [This.GetSonDaughter] and can be legitimized later;;;;;;;;;x 
EVTNAME_SoA_550;The Kohen Gadol;;;;;;;;;x 
EVTDESC_SoA_550;There has not been a Kohen Gadol – a High Priest of Judaism – since the Romans destroyed the Second Temple roughly a thousand years ago. At long last, this position has been filled and the High Priesthood reconstituted.\n\nLike the Jewish priests of ancient times, the Kohen Gadol was traditionally required to be a descendant of Aaron, the older brother of Moses. Due to a lack of suitable candidates this requirement has been waived, but the new High Priest still enjoys the respect of the Jewish religious communities, and the Priesthood has moved into and established itself at the Third Temple.;;;;;;;;;x 
EVTOPTA_SoA_550;Long live the Kohen Gadol!;;;;;;;;;x 
COMBATVIEW_PHASE_DESC_NARROW;This flank leader has managed to find a favourable spot to fight the battle at making the flank §Ynarrow§W and the full force of the enemy can't charge at them.;;;;;;;;;x 
NARROW_FLANK_BOTTLENECK;Because this flank has a choke-point, only $MAX_TROOPS$ can fight at the same time on each side.;;;;;;;;;x 
EVTOPTE4140;You will not be forgotten;;;;;;;;;x 
stop_backing_ambition;Abandoned Plot;;;;;;;;;x 
succ_gavelkind_desc;The titles of the ruler are divided among his children, with the oldest getting the primary title. If the ruler has no children who can inherit, the law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Gavelkind is a very popular law with everyone except the oldest child. Destruction of titles while under Gavelkind succession is not allowed.;;;;;;;;;x 
SELECT_VASSAL_TO_TRANSFER;Select Vassal to Transfer;;;;;;;;;x 
EXECUTE_IMPRISONED_INTERACTION_7;Since §Y[Recipient.GetTitledFirstName]§! is so insignificant, no one will care.;;;;;;;;;x 
FE_CONTENT;Content;;;;;;;;;x 
DUCHY_CAPITAL;Duchy Capital;;;;;;;;;x 
KINGDOM_CAPITAL;Kingdom Capital;;;;;;;;;x 
EMPIRE_CAPITAL;Empire Capital;;;;;;;;;x 
CONTENTVIEW_INACTIVE;§RInactive§!;;;;;;;;;x 
CONTENTVIEW_ACTIVE;§GActive§!;;;;;;;;;x 
CONTENTVIEW_MANAGE;Manage;;;;;;;;;x 
CONTENTVIEW_BROWSE;Browse;;;;;;;;;x 
CONTENTVIEW_DLC;DLC;;;;;;;;;x 
CONTENTVIEW_MOD;MOD;;;;;;;;;x 
CONTENTVIEW_HEADER;Download new content;;;;;;;;;x 
CONTENTVIEW_PUBLISH_HEADER;Publish mod;;;;;;;;;x 
CONTENTVIEW_PUBLISH_TITLE_LABEL;Title:;;;;;;;;;x 
CONTENTVIEW_PUBLISH_DESC_LABEL;Description:;;;;;;;;;x 
CONTENTVIEW_PUBLISH;Publish;;;;;;;;;x 
CONTENTVIEW_UPDATE;Update;;;;;;;;;x 
ALL_SUBUNITS_EITHER_MERC_OR_HOLY;Cannot select a leader for a flank which consists of only mercenaries and holy order companies.;;;;;;;;;x 
SM_AUTOSAVETOCLOUD;Autosave to cloud;;;;;;;;;x 
FE_LOCAL;Local;;;;;;;;;x 
FE_REMOTE;Cloud;;;;;;;;;x 
SPLIT_QUICK_MENU;Split off Special Troops;;;;;;;;;x 
SPLIT_MERCENARIES_OPTION;Split off Mercenaries;;;;;;;;;x 
SPLIT_HOLY_ORDERS_OPTION;Split off Holy Orders;;;;;;;;;x 
SPLIT_RETINUES_OPTION;Split off Retinues;;;;;;;;;x 
SPLIT_EVENT_SPAWNED_OPTION;Split off Event Spawned;;;;;;;;;x 
VASSAL_OPINION_CHANGE;All vassals' opinion of §Y$ACTIVE$§! changes by $MUCH$;;;;;;;;;x 
FE_IRONMAN;Ironman;;;;;;;;;x 
RANDOM_CHARACTER_DESC;Select a random playable character;;;;;;;;;x 
IRONMAN_MODE_DESC;When playing in Ironman mode, you cannot manually save the game. You can only get Steam Achievements in Ironman mode.;;;;;;;;;x 
KING;King;;;;;;;;;x 
QUEEN;Queen;;;;;;;;;x 
IRONMAN_MOD_NOSTART;Cannot start a Ironman game when the game is modified.;;;;;;;;;x 
IRONMAN_MODE_ENABLED;Ironman Mode - Enabled;;;;;;;;;x 
IRONMAN_MODE_DISABLED;Ironman Mode - Disabled;;;;;;;;;x 
CHARACTER_CHANGE_DISABLED;You cannot change character right now.;;;;;;;;;x 
SAVEGAME_ERROR_WRITING;Error writing save game;;;;;;;;;x 
SAVEGAME_ERROR_WRITING_UNKNOWN;Failed to save game for unknown reason.\n\nAre you using forbidden characters in the file name?\nDo you have enough free space?;;;;;;;;;x 
FE_SAVE_UNSYNC_TITLE;Unsynchronize file;;;;;;;;;x 
FE_SAVE_UNSYNC_DESC;This will remove the save game from cloud storage. The file will not be deleted local.;;;;;;;;;x 
IRONMAN_START;Start Ironman;;;;;;;;;x 
tribal_invasion_succ_tip;§Y[Root.GetTitledFirstName]§! takes all occupied territory.\n§Y[Root.GetTitledFirstName]§! takes or vassalizes all titles in the §Y[This.GetFullBaseName]§! belonging to §Y[From.GetTitledFirstName]§!.\n;;;;;;;;;x 
CONTENTVIEW_TERMS;By submitting this item, you agree to the terms of service of Steam Workshop.;;;;;;;;;x 
AIREASON_TARGET_MORE_POWERFUL_COLLEGE;Target controls more cardinals than you.;;;;;;;;;x 
RELHEAD_IMMORAL;has a bad reputation;;;;;;;;;x 
TITLE_GAINED_RELIGIOUS_PLAYER_SETUP;Your vassal was appointed Cardinal.;;;;;;;;;x 
TITLE_GAINED_RELIGIOUS_PLAYER_LETTER;Your vassal $NEWHOLDER$ was given a seat in the College of Cardinals.;;;;;;;;;x 
TITLE_GAINED_RELIGIOUS_PLAYER_LOG;Your vassal $NEWHOLDER$ was given a seat in the College of Cardinals.;;;;;;;;;x 
SHEPHERDS_CRUSADE;The Shepherds' Crusade;;;;;;;;;x 
INTERACTION_REQUIRED_NONCONTESTED_TITLE;[ThirdPartyTitle.GetFullName] is NOT involved in an §Yongoing war§!;;;;;;;;;x 
HINT_CARDINAL_VIEW_TITLE;The Cardinal View;;;;;;;;;x 
HINT_CARDINAL_VIEW_TEXT_1;In this screen you can see the college of cardinals.These are the ones responsible for electing a new pope among themselves when the old one dies. It also shows who is likely to be given title of cardinal if a spot opens up.;;;;;;;;;x 
HINT_CARDINAL_VIEW_TEXT_2;Every catholic bishop in the world can be given a seat in the College of Cardinals. Every bishop have a score which the Pope uses to decide who gets the open spot. This score is calculated from a wide range of factors but you can also directly influence it by promising money to the Pope. This will make it much more likely that he will choose a bishop from your realm.;;;;;;;;;x 
HINT_CARDINAL_VIEW_TEXT_3;Each cardinal has a single vote he can cast for who he wants to become the next Holy Father of the Catholic Church. The one with the most support is known as the Preferatus and is most likely to become the new Pope.;;;;;;;;;x 
EVTNAME_SoA_5400;The massacre at [From.GetName];;;;;;;;;x 
EVTDESC_SoA_5400;My [Root.GetLordLady], the heretic city of [From.GetName] has surrendered to us. We could punish the heretics by sacking the place, but it has been put forth by some that the city's populace are of mixed faith and it is unlikely that the soldiers will know who is a heretic and who is not.;;;;;;;;;x 
EVTOPTA_SoA_5400;Kill them all! God will know his own.;;;;;;;;;x 
EVTOPTB_SoA_5400;We must show restraint. Hold off the soldiers.;;;;;;;;;x 
EVTNAME_SoA_5401;The Shepherds' Crusade;;;;;;;;;x 
EVTDESC_SoA_5401;A combination of economic stress and religious fervor caused by the current crusade has led to considerable unrest among the peasants. A strange elderly monk known calling himself The Master of Hungary has been criticizing the religious establishment and preaching a 'Shepherds' Crusade' to the common folk. He has already been able to gather a huge following, an army of shepherds as it were, and they have been assaulting priests and killing Jews all over the country. Needless to say, the church is not amused. There is now talk among this rabble of marching on the capital to seek the support of the [Root.GetTitle] - who knows where this will end?;;;;;;;;;x 
EVTOPTA_SoA_5401;We will appease them with gold.;;;;;;;;;x 
EVTOPTB_SoA_5401;We should try to recruit them for our cause.;;;;;;;;;x 
EVTOPTC_SoA_5401;These criminals must hang.;;;;;;;;;x 
EVTDESC_SoA_5403;The Shepherds' Crusade has been plaguing the country for many months now, causing much terror and woe. Lately, however, it seems to have been slowly losing its initial strength and zeal. According to some reports now, the whole movement is dissolving as people are returning to their homes and abandoning the whole adventure.;;;;;;;;;x 
EVTOPTA_SoA_5403;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
EVTDESC_SoA_5409;[From.GetTitledName] has been seized and killed by members of the Shepherds' Crusade!;;;;;;;;;x 
EVTOPTA_SoA_5409;Oh no!;;;;;;;;;x 
EVTDESC_SoA_5410;It seems that my interest in Christendom has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.;;;;;;;;;x 
EVTOPTA_SoA_5410;I have made a friend!;;;;;;;;;x 
EVTDESC_SoA_5411;It seems that my interest in Islam has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.;;;;;;;;;x 
EVTOPTA_SoA_5411;I have made a friend!;;;;;;;;;x 
EVTDESC_SoA_5412;It seems that my interest in Paganism has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.;;;;;;;;;x 
EVTOPTA_SoA_5412;I have made a friend!;;;;;;;;;x 
EVTDESC_SoA_5413;It seems that my interest in Zoroastrianism has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.;;;;;;;;;x 
EVTOPTA_SoA_5413;I have made a friend!;;;;;;;;;x 
EVTDESC_SoA_5414;It seems that my interest in Judaism has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.;;;;;;;;;x 
EVTOPTA_SoA_5414;I have made a friend!;;;;;;;;;x 
EVTDESC_SoA_5420;How I hate the infidels! Smash them, kill the scum, kick them in the teeth, wipe them off the face of the earth! Bastard infidels, aaah how I hate them, I hate them!;;;;;;;;;x 
EVTOPTA_SoA_5420;Oh, did I say that out loud?;;;;;;;;;x 
EVTDESC_SoA_5422;My new faith gives me strength, but I will not forget where I came from or disrespect those who still follow the old ways.;;;;;;;;;x 
EVTOPTA_SoA_5422;They will see the truth eventually.;;;;;;;;;x 
EVTDESC_SoA_5423;My new faith infuses me with strength. But it vexes me that there are still those who do not follow the way of [Root.Religion.GetRandomGodName].;;;;;;;;;x 
EVTOPTA_SoA_5423;Infidels!;;;;;;;;;x 
EVTDESC_SoA_5425;We Muslims believe in God, and in that which has been bestowed from on high upon us and upon Abraham and Ishmael and Isaac and Jacob and their descendants, and that which has been vouchsafed to Moses and Jesus and all the prophets by their Sustainer - we make no distinction between any of them, and it is unto Him that we surrender ourselves.;;;;;;;;;x 
EVTOPTA_SoA_5425;We must not condemn the Jews and Christians for their errors.;;;;;;;;;x 
nick_the_master_of_hungary;the Master of Hungary;;;;;;;;;x 
insulted_realm_infidels;Infidels in your realm are insulted.;;;;;;;;;x 
EVTNAME_SoA_5345;A visitor;;;;;;;;;x 
EVTDESC_SoA_5345;You have received a visitor, a monk from one of the monasteries on the fabled Mount Athos on the Chalkidiki peninsula in Greece. He tells you that the monks are constantly expanding their presence and constructing new monasteries at this most holy site. However, building for the glory of [Root.Religion.GetRandomGodName] requires earthly funds, he explains, and this is why he has come to see you.\n\nIf you would demonstrate your piety by donating a large sum of gold to the monasteries on Mount Athos, it would surely become known all over the land that you have done so, and you would of course also be mentioned in the monks' daily prayers.;;;;;;;;;x 
EVTOPTA_SoA_5345;Of course they shall have my support!;;;;;;;;;x 
EVTOPTB_SoA_5345;I can't spare the funds right now.;;;;;;;;;x 
EVTNAME_SoA_5346;An invitation;;;;;;;;;x 
EVTDESC_SoA_5346;My Lord, we have received an invitation to visit the holy monasteries on Mount Athos! The monks there are very protective of their domain, and it such an invitation is surely testament to your exalted status among men.\n\nIt is said that Mount Athos' status as a holy place began when it was first visited by the Virgin Mary, who loved it so that she asked her Son to make it her personal garden. And so it was, the mountain and the peninsula were consecrated as the Garden of the Mother of God. Because of this, all other women are forbidden to tread on its sacred ground. Monks, however, have been living here for hundreds of years, and more and more monasteries are constructed in the area as time goes by.;;;;;;;;;x 
EVTOPTA_SoA_5346;I must go!;;;;;;;;;x 
EVTOPTB_SoA_5346;Tell the monks I cannot come.;;;;;;;;;x 
EVTNAME_SoA_5347;Mount Athos;;;;;;;;;x 
EVTDESC_SoA_5347;So this is Mount Athos! As you land on the shore in a small boat, you are escorted by a group of monks to a nearby monastery where you may spend the night. You are struck by the dramatic landscape and the variety of the ever growing number of monastery buildings. This is truly a strange and wondrous place!\n\nYou have a few days to spend here, and you hope to make the most of your visit.;;;;;;;;;x 
EVTOPTA_SoA_5347;I must see all the monasteries, the architecture here is fascinating!;;;;;;;;;x 
EVTOPTB_SoA_5347;I will spend my days conversing with these wise monks.;;;;;;;;;x 
EVTOPTC_SoA_5347;I have come here to pray.;;;;;;;;;x 
ASK_FOR_CLAIM_INTERACTION_TITLE;Request Claim;;;;;;;;;x 
ASK_FOR_CLAIM_INTERACTION_DESC;Ask §Y[Actor.RelHead.GetTitledFirstName]§! to grant you a claim on the title of §Y[ThirdPartyTitle.GetFullName]§!. This will cost you §Y[GetPietyCost]§! [Player.Religion.GetPietyName].;;;;;;;;;x 
ASK_FOR_CLAIM_INTERACTION_LONG_DESC;The head of a religion can grant you a strong claim on a duke or count rank title. However, the very act of asking will cost you [Player.Religion.GetPietyName].;;;;;;;;;x 
#ASK_FOR_CLAIM_INTERACTION_ACCEPT_SETUP;The request for a strong claim on the title of §Y[ThirdPartyTitle.GetFullName]§! was accepted;;;;;;;;;x 
ASK_FOR_CLAIM_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! has received a strong claim on §Y[ThirdPartyTitle.GetFullName]§! from §Y[Recipient.GetBestName]§!;;;;;;;;;x 
ASK_FOR_CLAIM_INTERACTION_DECLINE_SETUP;Request for Claim was Declined;;;;;;;;;x 
ASK_FOR_CLAIM_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! has declined a request for a strong claim on §Y[ThirdPartyTitle.GetFullName]§! by §Y[Actor.GetBestName]§!;;;;;;;;;x 
AIREASON_TARGET_EXCOMMUNICATED;Target is excommunicated.;;;;;;;;;x 
TITLE_REQUEST_CLAIM_SELECTED_COST;This would change the opinion of §Y$RELHEADNAME$§! towards you by §Y$AMOUNT$§! for §Y$MONTHS$§! months.;;;;;;;;;x 
EVTDESC_SOA_3104;Your request for a claim has been granted.;;;;;;;;;x 
EVTDESC_SOA_3105;Your request for a claim has been denied.;;;;;;;;;x 
